"","agency_cd","site_no","Date","Wtemp","Wtemp_cd"
"540","USGS","01021050",2014-07-29,23.7,"A"
"541","USGS","01021050",2014-07-30,23.8,"A"
"542","USGS","01021050",2014-07-31,23.9,"A"
"543","USGS","01021050",2014-08-01,24.1,"A"
"544","USGS","01021050",2014-08-02,24.1,"A"
"545","USGS","01021050",2014-08-03,23.9,"A"
"546","USGS","01021050",2014-08-04,24.6,"A"
"547","USGS","01021050",2014-08-05,24.9,"A"
"548","USGS","01021050",2014-08-06,24.4,"A"
"549","USGS","01021050",2014-08-07,23.8,"A"
"550","USGS","01021050",2014-08-08,24.3,"A"
"551","USGS","01021050",2014-08-09,23.9,"A"
"552","USGS","01021050",2014-08-10,24.3,"A"
"553","USGS","01021050",2014-08-11,24.5,"A"
"554","USGS","01021050",2014-08-12,24.1,"A"
"555","USGS","01021050",2014-08-13,23.6,"A"
"556","USGS","01021050",2014-08-14,21.9,"A"
"557","USGS","01021050",2014-08-15,22.2,"A"
"558","USGS","01021050",2014-08-16,22.7,"A"
"559","USGS","01021050",2014-08-17,22,"A"
"560","USGS","01021050",2014-08-18,21.6,"A"
"561","USGS","01021050",2014-08-19,22,"A"
"562","USGS","01021050",2014-08-20,22.6,"A"
"563","USGS","01021050",2014-08-21,23,"A"
"564","USGS","01021050",2014-08-22,22.4,"A"
"565","USGS","01021050",2014-08-23,22.2,"A"
"566","USGS","01021050",2014-08-24,22.3,"A"
"567","USGS","01021050",2014-08-25,23,"A"
"568","USGS","01021050",2014-08-26,23.5,"A"
"569","USGS","01021050",2014-08-27,23.3,"A"
"570","USGS","01021050",2014-08-28,23.6,"A"
"571","USGS","01021050",2014-08-29,22.7,"A"
"572","USGS","01021050",2014-08-30,22.2,"A"
"573","USGS","01021050",2014-08-31,21.9,"A"
"574","USGS","01021050",2014-09-01,22.8,"A"
"575","USGS","01021050",2014-09-02,23,"A"
"576","USGS","01021050",2014-09-03,23,"A"
"577","USGS","01021050",2014-09-04,23,"A"
"578","USGS","01021050",2014-09-05,23.2,"A"
"579","USGS","01021050",2014-09-06,23.6,"A"
"580","USGS","01021050",2014-09-07,23,"A"
"581","USGS","01021050",2014-09-08,22.3,"A"
"582","USGS","01021050",2014-09-09,22,"A"
"583","USGS","01021050",2014-09-10,21.7,"A"
"584","USGS","01021050",2014-09-11,21.3,"A"
"585","USGS","01021050",2014-09-12,20.6,"A"
"586","USGS","01021050",2014-09-13,19.8,"A"
"587","USGS","01021050",2014-09-14,19.4,"A"
"588","USGS","01021050",2014-09-15,18.5,"A"
"589","USGS","01021050",2014-09-16,17.9,"A"
"590","USGS","01021050",2014-09-17,17.9,"A"
"591","USGS","01021050",2014-09-18,17.9,"A"
"592","USGS","01021050",2014-09-19,16.7,"A"
"593","USGS","01021050",2014-09-20,15.9,"A"
"594","USGS","01021050",2014-09-21,16.4,"A"
"595","USGS","01021050",2014-09-22,17.5,"A"
"596","USGS","01021050",2014-09-23,16.1,"A"
"597","USGS","01021050",2014-09-24,15.9,"A"
"598","USGS","01021050",2014-09-25,16.1,"A"
"599","USGS","01021050",2014-09-26,16.3,"A"
"600","USGS","01021050",2014-09-27,17.3,"A"
"601","USGS","01021050",2014-09-28,17.8,"A"
"602","USGS","01021050",2014-09-29,17.5,"A"
"603","USGS","01021050",2014-09-30,15.7,"A"
"604","USGS","01021050",2015-06-01,18.4,"A"
"605","USGS","01021050",2015-06-02,17.3,"A"
"606","USGS","01021050",2015-06-03,16.5,"A"
"607","USGS","01021050",2015-06-04,17.2,"A"
"608","USGS","01021050",2015-06-05,17.4,"A"
"609","USGS","01021050",2015-06-06,16.9,"A"
"610","USGS","01021050",2015-06-07,17.3,"A"
"611","USGS","01021050",2015-06-08,16.7,"A"
"612","USGS","01021050",2015-06-09,16.3,"A"
"613","USGS","01021050",2015-06-10,17.1,"A"
"614","USGS","01021050",2015-06-11,18,"A"
"615","USGS","01021050",2015-06-12,19.2,"A"
"616","USGS","01021050",2015-06-13,20.2,"A"
"617","USGS","01021050",2015-06-14,20.6,"A"
"618","USGS","01021050",2015-06-15,20.8,"A"
"619","USGS","01021050",2015-06-16,19.9,"A"
"620","USGS","01021050",2015-06-17,19.9,"A"
"621","USGS","01021050",2015-06-18,20.8,"A"
"622","USGS","01021050",2015-06-19,20.2,"A"
"623","USGS","01021050",2015-06-20,20.3,"A"
"624","USGS","01021050",2015-06-21,19.5,"A"
"625","USGS","01021050",2015-06-22,17.9,"A"
"626","USGS","01021050",2015-06-23,17.9,"A"
"627","USGS","01021050",2015-06-24,18.3,"A"
"628","USGS","01021050",2015-06-25,18.9,"A"
"629","USGS","01021050",2015-06-26,19.1,"A"
"630","USGS","01021050",2015-06-27,19.6,"A"
"631","USGS","01021050",2015-06-28,18.8,"A"
"632","USGS","01021050",2015-06-29,18.5,"A"
"633","USGS","01021050",2015-06-30,19.4,"A"
"634","USGS","01021050",2015-07-01,19.7,"A"
"635","USGS","01021050",2015-07-02,20.3,"A"
"636","USGS","01021050",2015-07-03,20.8,"A"
"637","USGS","01021050",2015-07-04,21.2,"A"
"638","USGS","01021050",2015-07-05,21.6,"A"
"639","USGS","01021050",2015-07-06,22.7,"A"
"640","USGS","01021050",2015-07-07,23.4,"A"
"641","USGS","01021050",2015-07-08,22.9,"A"
"642","USGS","01021050",2015-07-09,22.8,"A"
"643","USGS","01021050",2015-07-10,23.4,"A"
"644","USGS","01021050",2015-07-11,24.4,"A"
"645","USGS","01021050",2015-07-12,25.1,"A"
"646","USGS","01021050",2015-07-13,25.1,"A"
"647","USGS","01021050",2015-07-14,25.4,"A"
"648","USGS","01021050",2015-07-15,24.3,"A"
"649","USGS","01021050",2015-07-16,22.5,"A"
"650","USGS","01021050",2015-07-17,23.4,"A"
"651","USGS","01021050",2015-07-18,23.5,"A"
"652","USGS","01021050",2015-07-19,21.7,"A"
"653","USGS","01021050",2015-07-20,22,"A"
"654","USGS","01021050",2015-07-21,22.8,"A"
"655","USGS","01021050",2015-07-22,22.4,"A"
"656","USGS","01021050",2015-07-23,22.6,"A"
"657","USGS","01021050",2015-07-24,22.6,"A"
"658","USGS","01021050",2015-07-25,21.8,"A"
"659","USGS","01021050",2015-07-26,21.2,"A"
"660","USGS","01021050",2015-07-27,21,"A"
"661","USGS","01021050",2015-07-28,21.9,"A"
"662","USGS","01021050",2015-07-29,22.7,"A"
"663","USGS","01021050",2015-07-30,23.3,"A"
"664","USGS","01021050",2015-07-31,23.9,"A"
"665","USGS","01021050",2015-08-01,24.2,"A"
"666","USGS","01021050",2015-08-02,24.2,"A"
"667","USGS","01021050",2015-08-03,24.5,"A"
"668","USGS","01021050",2015-08-04,24.9,"A"
"669","USGS","01021050",2015-08-05,24.5,"A"
"670","USGS","01021050",2015-08-06,23.9,"A"
"671","USGS","01021050",2015-08-07,24,"A"
"672","USGS","01021050",2015-08-08,24.5,"A"
"673","USGS","01021050",2015-08-09,23.9,"A"
"674","USGS","01021050",2015-08-10,23.4,"A"
"675","USGS","01021050",2015-08-11,24.1,"A"
"676","USGS","01021050",2015-08-12,22.9,"A"
"677","USGS","01021050",2015-08-13,23.6,"A"
"678","USGS","01021050",2015-08-14,23.9,"A"
"679","USGS","01021050",2015-08-15,24,"A"
"680","USGS","01021050",2015-08-16,24.3,"A"
"681","USGS","01021050",2015-08-17,25.4,"A"
"682","USGS","01021050",2015-08-18,25.8,"A"
"683","USGS","01021050",2015-08-19,25.8,"A"
"684","USGS","01021050",2015-08-20,25.5,"A"
"685","USGS","01021050",2015-08-21,25.4,"A"
"686","USGS","01021050",2015-08-22,25.3,"A"
"687","USGS","01021050",2015-08-23,25.2,"A"
"688","USGS","01021050",2015-08-24,25.9,"A"
"689","USGS","01021050",2015-08-25,26.2,"A"
"690","USGS","01021050",2015-08-26,24.2,"A"
"691","USGS","01021050",2015-08-27,23.4,"A"
"692","USGS","01021050",2015-08-28,23.8,"A"
"693","USGS","01021050",2015-08-29,23.6,"A"
"694","USGS","01021050",2015-08-30,23.8,"A"
"695","USGS","01021050",2015-08-31,23.9,"A"
"696","USGS","01021050",2015-09-01,23.4,"A"
"697","USGS","01021050",2015-09-02,23.3,"A"
"698","USGS","01021050",2015-09-03,24.2,"A"
"699","USGS","01021050",2015-09-04,23.7,"A"
"700","USGS","01021050",2015-09-05,23.1,"A"
"701","USGS","01021050",2015-09-06,23.6,"A"
"702","USGS","01021050",2015-09-07,23.8,"A"
"703","USGS","01021050",2015-09-08,24.5,"A"
"704","USGS","01021050",2015-09-09,23.6,"A"
"705","USGS","01021050",2015-09-10,23.3,"A"
"706","USGS","01021050",2015-09-11,22.3,"A"
"707","USGS","01021050",2015-09-12,20.6,"A"
"708","USGS","01021050",2015-09-13,20.7,"A"
"709","USGS","01021050",2015-09-14,21,"A"
"710","USGS","01021050",2015-09-15,21.2,"A"
"711","USGS","01021050",2015-09-16,21.6,"A"
"712","USGS","01021050",2015-09-17,22.2,"A"
"713","USGS","01021050",2015-09-18,22.7,"A"
"714","USGS","01021050",2015-09-19,22.5,"A"
"715","USGS","01021050",2015-09-20,21.9,"A"
"716","USGS","01021050",2015-09-21,20.3,"A"
"717","USGS","01021050",2015-09-22,20.1,"A"
"718","USGS","01021050",2015-09-23,20.1,"A"
"719","USGS","01021050",2015-09-24,20.4,"A"
"720","USGS","01021050",2015-09-25,19.1,"A"
"721","USGS","01021050",2015-09-26,18.3,"A"
"722","USGS","01021050",2015-09-27,18,"A"
"723","USGS","01021050",2015-09-28,18.1,"A"
"724","USGS","01021050",2015-09-29,19.2,"A"
"725","USGS","01021050",2015-09-30,19.3,"A"
"726","USGS","01021050",2016-06-01,20.4,"A"
"727","USGS","01021050",2016-06-02,20.2,"A"
"728","USGS","01021050",2016-06-03,19.1,"A"
"729","USGS","01021050",2016-06-04,18.5,"A"
"730","USGS","01021050",2016-06-05,19.1,"A"
"731","USGS","01021050",2016-06-06,18.8,"A"
"732","USGS","01021050",2016-06-07,19.1,"A"
"733","USGS","01021050",2016-06-08,19.4,"A"
"734","USGS","01021050",2016-06-09,18.1,"A"
"735","USGS","01021050",2016-06-10,17.4,"A"
"736","USGS","01021050",2016-06-11,17.9,"A"
"737","USGS","01021050",2016-06-12,17.9,"A"
"738","USGS","01021050",2016-06-13,16.9,"A"
"739","USGS","01021050",2016-06-14,16.5,"A"
"740","USGS","01021050",2016-06-15,16.6,"A"
"741","USGS","01021050",2016-06-16,17.5,"A"
"742","USGS","01021050",2016-06-17,18.4,"A"
"743","USGS","01021050",2016-06-18,19.2,"A"
"744","USGS","01021050",2016-06-19,19.7,"A"
"745","USGS","01021050",2016-06-20,19.4,"A"
"746","USGS","01021050",2016-06-21,19.5,"A"
"747","USGS","01021050",2016-06-22,20.4,"A"
"748","USGS","01021050",2016-06-23,20.8,"A"
"749","USGS","01021050",2016-06-24,21.6,"A"
"750","USGS","01021050",2016-06-25,22.4,"A"
"751","USGS","01021050",2016-06-26,23.1,"A"
"752","USGS","01021050",2016-06-27,23.4,"A"
"753","USGS","01021050",2016-06-28,22.4,"A"
"754","USGS","01021050",2016-06-29,21.8,"A"
"755","USGS","01021050",2016-06-30,22.4,"A"
"756","USGS","01021050",2016-07-01,24,"A"
"757","USGS","01021050",2016-07-02,23.6,"A"
"758","USGS","01021050",2016-07-03,22.4,"A"
"759","USGS","01021050",2016-07-04,22.9,"A"
"760","USGS","01021050",2016-07-05,24.2,"A"
"761","USGS","01021050",2016-07-06,24.3,"A"
"762","USGS","01021050",2016-07-07,22.8,"A"
"763","USGS","01021050",2016-07-08,20.3,"A"
"764","USGS","01021050",2016-07-09,20.1,"A"
"765","USGS","01021050",2016-07-10,19.8,"A"
"766","USGS","01021050",2016-07-11,20.1,"A"
"767","USGS","01021050",2016-07-12,22,"A"
"768","USGS","01021050",2016-07-13,23.4,"A"
"769","USGS","01021050",2016-07-14,23.7,"A"
"770","USGS","01021050",2016-07-15,23.9,"A"
"771","USGS","01021050",2016-07-16,24.8,"A"
"772","USGS","01021050",2016-07-17,25,"A"
"773","USGS","01021050",2016-07-18,24.2,"A"
"774","USGS","01021050",2016-07-19,24.2,"A"
"775","USGS","01021050",2016-07-20,23.8,"A"
"776","USGS","01021050",2016-07-21,24.3,"A"
"777","USGS","01021050",2016-07-22,24.9,"A"
"778","USGS","01021050",2016-07-23,25.6,"A"
"779","USGS","01021050",2016-07-24,26.1,"A"
"780","USGS","01021050",2016-07-25,26.7,"A"
"781","USGS","01021050",2016-07-26,26.3,"A"
"782","USGS","01021050",2016-07-27,26.4,"A"
"783","USGS","01021050",2016-07-28,27,"A"
"784","USGS","01021050",2016-07-29,26.1,"A"
"785","USGS","01021050",2016-07-30,26.2,"A"
"786","USGS","01021050",2016-07-31,26.2,"A"
"787","USGS","01021050",2016-08-01,25.9,"A"
"788","USGS","01021050",2016-08-02,26.1,"A"
"789","USGS","01021050",2016-08-03,25.8,"A"
"790","USGS","01021050",2016-08-04,26,"A"
"791","USGS","01021050",2016-08-05,25.6,"A"
"792","USGS","01021050",2016-08-06,25.4,"A"
"793","USGS","01021050",2016-08-07,25.2,"A"
"794","USGS","01021050",2016-08-08,24.9,"A"
"795","USGS","01021050",2016-08-09,23.9,"A"
"796","USGS","01021050",2016-08-10,24.2,"A"
"797","USGS","01021050",2016-08-11,24.7,"A"
"798","USGS","01021050",2016-08-12,24.8,"A"
"799","USGS","01021050",2016-08-13,23.6,"A"
"800","USGS","01021050",2016-08-14,23.2,"A"
"801","USGS","01021050",2016-08-15,23.3,"A"
"802","USGS","01021050",2016-08-16,23.5,"A"
"803","USGS","01021050",2016-08-17,23.1,"A"
"804","USGS","01021050",2016-08-18,22.9,"A"
"805","USGS","01021050",2016-08-19,23.8,"A"
"806","USGS","01021050",2016-08-20,23.3,"A"
"807","USGS","01021050",2016-08-21,23.4,"A"
"808","USGS","01021050",2016-08-22,23.1,"A"
"809","USGS","01021050",2016-08-23,21.9,"A"
"810","USGS","01021050",2016-08-24,23.2,"A"
"811","USGS","01021050",2016-08-25,23.7,"A"
"812","USGS","01021050",2016-08-26,23.7,"A"
"813","USGS","01021050",2016-08-27,23.7,"A"
"814","USGS","01021050",2016-08-28,23.4,"A"
"815","USGS","01021050",2016-08-29,23,"A"
"816","USGS","01021050",2016-08-30,22.9,"A"
"817","USGS","01021050",2016-08-31,22.7,"A"
"818","USGS","01021050",2016-09-01,22.9,"A"
"819","USGS","01021050",2016-09-02,22.7,"A"
"820","USGS","01021050",2016-09-03,22.2,"A"
"821","USGS","01021050",2016-09-04,22.4,"A"
"822","USGS","01021050",2016-09-05,22.4,"A"
"823","USGS","01021050",2016-09-06,22,"A"
"824","USGS","01021050",2016-09-07,22.6,"A"
"825","USGS","01021050",2016-09-08,23.1,"A"
"826","USGS","01021050",2016-09-09,23.2,"A"
"827","USGS","01021050",2016-09-10,23.7,"A"
"828","USGS","01021050",2016-09-11,23.1,"A"
"829","USGS","01021050",2016-09-12,20.9,"A"
"830","USGS","01021050",2016-09-13,21.4,"A"
"831","USGS","01021050",2016-09-14,21.3,"A"
"832","USGS","01021050",2016-09-15,20.1,"A"
"833","USGS","01021050",2016-09-16,19.8,"A"
"834","USGS","01021050",2016-09-17,19.9,"A"
"835","USGS","01021050",2016-09-18,20,"A"
"836","USGS","01021050",2016-09-19,19.9,"A"
"837","USGS","01021050",2016-09-20,19.9,"A"
"838","USGS","01021050",2016-09-21,20.4,"A"
"839","USGS","01021050",2016-09-22,20.4,"A"
"840","USGS","01021050",2016-09-23,19.7,"A"
"841","USGS","01021050",2016-09-24,17.8,"A"
"842","USGS","01021050",2016-09-25,16.9,"A"
"843","USGS","01021050",2016-09-26,16.2,"A"
"844","USGS","01021050",2016-09-27,16.3,"A"
"845","USGS","01021050",2016-09-28,15.9,"A"
"846","USGS","01021050",2016-09-29,15.8,"A"
"847","USGS","01021050",2016-09-30,15.5,"A"
"848","USGS","01021050",2017-06-01,16.4,"A"
"849","USGS","01021050",2017-06-02,17.1,"A"
"850","USGS","01021050",2017-06-03,17.1,"A"
"851","USGS","01021050",2017-06-04,17.4,"A"
"852","USGS","01021050",2017-06-05,17.9,"A"
"853","USGS","01021050",2017-06-06,17.4,"A"
"854","USGS","01021050",2017-06-07,18.2,"A"
"855","USGS","01021050",2017-06-08,19.6,"A"
"856","USGS","01021050",2017-06-09,18.5,"A"
"857","USGS","01021050",2017-06-10,18,"A"
"858","USGS","01021050",2017-06-11,20.2,"A"
"859","USGS","01021050",2017-06-12,21.4,"A"
"860","USGS","01021050",2017-06-13,22.2,"A"
"861","USGS","01021050",2017-06-14,21.6,"A"
"862","USGS","01021050",2017-06-15,21,"A"
"863","USGS","01021050",2017-06-16,20.5,"A"
"864","USGS","01021050",2017-06-17,19.1,"A"
"865","USGS","01021050",2017-06-18,19.6,"A"
"866","USGS","01021050",2017-06-19,20.7,"A"
"867","USGS","01021050",2017-06-20,21.3,"A"
"868","USGS","01021050",2017-06-21,21.6,"A"
"869","USGS","01021050",2017-06-22,21.9,"A"
"870","USGS","01021050",2017-06-23,21.5,"A"
"871","USGS","01021050",2017-06-24,21,"A"
"872","USGS","01021050",2017-06-25,22.5,"A"
"873","USGS","01021050",2017-06-26,23.2,"A"
"874","USGS","01021050",2017-06-27,22.8,"A"
"875","USGS","01021050",2017-06-28,22.8,"A"
"876","USGS","01021050",2017-06-29,22.3,"A"
"877","USGS","01021050",2017-06-30,22.2,"A"
"878","USGS","01021050",2017-07-01,21.5,"A"
"879","USGS","01021050",2017-07-02,21.7,"A"
"880","USGS","01021050",2017-07-03,23.6,"A"
"881","USGS","01021050",2017-07-04,22.9,"A"
"882","USGS","01021050",2017-07-05,23.1,"A"
"883","USGS","01021050",2017-07-06,24,"A"
"884","USGS","01021050",2017-07-07,23.1,"A"
"885","USGS","01021050",2017-07-08,23.3,"A"
"886","USGS","01021050",2017-07-09,24.6,"A"
"887","USGS","01021050",2017-07-10,24.4,"A"
"888","USGS","01021050",2017-07-11,24.2,"A"
"889","USGS","01021050",2017-07-12,24.5,"A"
"890","USGS","01021050",2017-07-13,23.6,"A"
"891","USGS","01021050",2017-07-14,23,"A"
"892","USGS","01021050",2017-07-15,23.5,"A"
"893","USGS","01021050",2017-07-16,23.3,"A"
"894","USGS","01021050",2017-07-17,24.7,"A"
"895","USGS","01021050",2017-07-18,24.4,"A"
"896","USGS","01021050",2017-07-19,24.2,"A"
"897","USGS","01021050",2017-07-20,25.8,"A"
"898","USGS","01021050",2017-07-21,26.6,"A"
"899","USGS","01021050",2017-07-22,26.2,"A"
"900","USGS","01021050",2017-07-23,25.2,"A"
"901","USGS","01021050",2017-07-24,24.3,"A"
"902","USGS","01021050",2017-07-25,23.1,"A"
"903","USGS","01021050",2017-07-26,24,"A"
"904","USGS","01021050",2017-07-27,23.7,"A"
"905","USGS","01021050",2017-07-28,22.7,"A"
"906","USGS","01021050",2017-07-29,23.8,"A"
"907","USGS","01021050",2017-07-30,24,"A"
"908","USGS","01021050",2017-07-31,24.4,"A"
"909","USGS","01021050",2017-08-01,25,"A"
"910","USGS","01021050",2017-08-02,25,"A"
"911","USGS","01021050",2017-08-03,25.1,"A"
"912","USGS","01021050",2017-08-04,24.8,"A"
"913","USGS","01021050",2017-08-05,24.7,"A"
"914","USGS","01021050",2017-08-06,24.1,"A"
"915","USGS","01021050",2017-08-07,23.5,"A"
"916","USGS","01021050",2017-08-08,23.2,"A"
"917","USGS","01021050",2017-08-09,22.6,"A"
"918","USGS","01021050",2017-08-10,23.7,"A"
"919","USGS","01021050",2017-08-11,24,"A"
"920","USGS","01021050",2017-08-12,23.5,"A"
"921","USGS","01021050",2017-08-13,22.7,"A"
"922","USGS","01021050",2017-08-14,23.4,"A"
"923","USGS","01021050",2017-08-15,23.8,"A"
"924","USGS","01021050",2017-08-16,24.1,"A"
"925","USGS","01021050",2017-08-17,23.1,"A"
"926","USGS","01021050",2017-08-18,22.2,"A"
"927","USGS","01021050",2017-08-19,21.2,"A"
"928","USGS","01021050",2017-08-20,21.7,"A"
"929","USGS","01021050",2017-08-21,23.1,"A"
"930","USGS","01021050",2017-08-22,23.7,"A"
"931","USGS","01021050",2017-08-23,24.1,"A"
"932","USGS","01021050",2017-08-24,23.3,"A"
"933","USGS","01021050",2017-08-25,22.5,"A"
"934","USGS","01021050",2017-08-26,21.8,"A"
"935","USGS","01021050",2017-08-27,21.5,"A"
"936","USGS","01021050",2017-08-28,22,"A"
"937","USGS","01021050",2017-08-29,22.2,"A"
"938","USGS","01021050",2017-08-30,21.3,"A"
"939","USGS","01021050",2017-08-31,20.3,"A"
"940","USGS","01021050",2017-09-01,19.8,"A"
"941","USGS","01021050",2017-09-02,18.5,"A"
"942","USGS","01021050",2017-09-03,19.2,"A"
"943","USGS","01021050",2017-09-04,18.7,"A"
"944","USGS","01021050",2017-09-05,19.6,"A"
"945","USGS","01021050",2017-09-06,20.3,"A"
"946","USGS","01021050",2017-09-07,19.8,"A"
"947","USGS","01021050",2017-09-08,19.8,"A"
"948","USGS","01021050",2017-09-09,19.5,"A"
"949","USGS","01021050",2017-09-10,19.2,"A"
"950","USGS","01021050",2017-09-11,19.6,"A"
"951","USGS","01021050",2017-09-12,20,"A"
"952","USGS","01021050",2017-09-13,20.5,"A"
"953","USGS","01021050",2017-09-14,21.1,"A"
"954","USGS","01021050",2017-09-15,21.5,"A"
"955","USGS","01021050",2017-09-16,21.7,"A"
"956","USGS","01021050",2017-09-17,21.8,"A"
"957","USGS","01021050",2017-09-18,21.2,"A"
"958","USGS","01021050",2017-09-19,20.1,"A"
"959","USGS","01021050",2017-09-20,20.6,"A"
"960","USGS","01021050",2017-09-21,21,"A"
"961","USGS","01021050",2017-09-22,20.4,"A"
"962","USGS","01021050",2017-09-23,20.6,"A"
"963","USGS","01021050",2017-09-24,21.5,"A"
"964","USGS","01021050",2017-09-25,22.4,"A"
"965","USGS","01021050",2017-09-26,22.6,"A"
"966","USGS","01021050",2017-09-27,22.3,"A"
"967","USGS","01021050",2017-09-28,21.7,"A"
"968","USGS","01021050",2017-09-29,19,"A"
"969","USGS","01021050",2017-09-30,17.4,"A [4]"
"970","USGS","01021050",2018-06-01,21.2,"A"
"971","USGS","01021050",2018-06-02,21.2,"A"
"972","USGS","01021050",2018-06-03,19.4,"A"
"973","USGS","01021050",2018-06-04,18.9,"A"
"974","USGS","01021050",2018-06-05,16.9,"A"
"975","USGS","01021050",2018-06-06,17.4,"A"
"976","USGS","01021050",2018-06-07,18.3,"A"
"977","USGS","01021050",2018-06-08,18.3,"A"
"978","USGS","01021050",2018-06-09,19.2,"A"
"979","USGS","01021050",2018-06-10,19.1,"A"
"980","USGS","01021050",2018-06-11,19.2,"A"
"981","USGS","01021050",2018-06-12,19.8,"A"
"982","USGS","01021050",2018-06-13,20.4,"A"
"983","USGS","01021050",2018-06-14,19.9,"A"
"984","USGS","01021050",2018-06-15,18.4,"A"
"985","USGS","01021050",2018-06-16,21.3,"A"
"986","USGS","01021050",2018-06-17,21.8,"A"
"987","USGS","01021050",2018-06-18,19.9,"A"
"988","USGS","01021050",2018-06-19,20.2,"A"
"989","USGS","01021050",2018-06-20,21.5,"A"
"990","USGS","01021050",2018-06-21,22.1,"A"
"991","USGS","01021050",2018-06-22,22.1,"A"
"992","USGS","01021050",2018-06-23,21.8,"A"
"993","USGS","01021050",2018-06-24,20.9,"A"
"994","USGS","01021050",2018-06-25,20.6,"A"
"995","USGS","01021050",2018-06-26,20.5,"A"
"996","USGS","01021050",2018-06-27,22.1,"A"
"997","USGS","01021050",2018-06-28,21.5,"A"
"998","USGS","01021050",2018-06-29,20.8,"A"
"999","USGS","01021050",2018-06-30,22.4,"A"
"1000","USGS","01021050",2018-07-01,23,"A"
"1001","USGS","01021050",2018-07-02,23.8,"A"
"1002","USGS","01021050",2018-07-03,23.9,"A"
"1003","USGS","01021050",2018-07-04,25.1,"A"
"1004","USGS","01021050",2018-07-05,26.6,"A"
"1005","USGS","01021050",2018-07-06,25.6,"A"
"1006","USGS","01021050",2018-07-07,23.6,"A"
"1007","USGS","01021050",2018-07-08,24.7,"A"
"1008","USGS","01021050",2018-07-09,24.8,"A"
"1009","USGS","01021050",2018-07-10,25.1,"A [4]"
"1010","USGS","01021050",2018-07-11,25,"A"
"1011","USGS","01021050",2018-07-12,24.8,"A"
"1012","USGS","01021050",2018-07-13,24.6,"A"
"1013","USGS","01021050",2018-07-14,24.5,"A"
"1014","USGS","01021050",2018-07-15,24.1,"A"
"1015","USGS","01021050",2018-07-16,24.6,"A"
"1016","USGS","01021050",2018-07-17,24.8,"A"
"1017","USGS","01021050",2018-07-18,23.5,"A"
"1018","USGS","01021050",2018-07-19,24.4,"A"
"1019","USGS","01021050",2018-07-20,25.2,"A"
"1020","USGS","01021050",2018-07-21,25.7,"A"
"1021","USGS","01021050",2018-07-22,25.5,"A"
"1022","USGS","01021050",2018-07-23,25.5,"A"
"1023","USGS","01021050",2018-07-24,26.3,"A"
"1024","USGS","01021050",2018-07-25,26.6,"A"
"1025","USGS","01021050",2018-07-26,25.6,"A"
"1026","USGS","01021050",2018-07-27,25.5,"A"
"1027","USGS","01021050",2018-07-28,26.7,"A"
"1028","USGS","01021050",2018-07-29,26.5,"A"
"1029","USGS","01021050",2018-07-30,26.6,"A"
"1030","USGS","01021050",2018-07-31,26.9,"A"
"1031","USGS","01021050",2018-08-01,27.1,"A"
"1032","USGS","01021050",2018-08-02,26.6,"A"
"1033","USGS","01021050",2018-08-03,27.5,"A"
"1034","USGS","01021050",2018-08-04,27.8,"A"
"1035","USGS","01021050",2018-08-05,27.3,"A"
"1036","USGS","01021050",2018-08-06,28,"A"
"1037","USGS","01021050",2018-08-07,28.6,"A"
"1038","USGS","01021050",2018-08-08,28.8,"A"
"1039","USGS","01021050",2018-08-09,27.7,"A"
"1040","USGS","01021050",2018-08-10,26.4,"A"
"1041","USGS","01021050",2018-08-11,26.1,"A"
"1042","USGS","01021050",2018-08-12,26.1,"A"
"1043","USGS","01021050",2018-08-13,25.8,"A"
"1044","USGS","01021050",2018-08-14,26.2,"A"
"1045","USGS","01021050",2018-08-15,26.2,"A"
"1046","USGS","01021050",2018-08-16,26.1,"A"
"1047","USGS","01021050",2018-08-17,25.4,"A"
"1048","USGS","01021050",2018-08-18,24.3,"A"
"1049","USGS","01021050",2018-08-19,23.1,"A"
"1050","USGS","01021050",2018-08-20,23.6,"A"
"1051","USGS","01021050",2018-08-21,23.9,"A"
"1052","USGS","01021050",2018-08-22,23.5,"A"
"1053","USGS","01021050",2018-08-23,23,"A"
"1054","USGS","01021050",2018-08-24,23,"A"
"1055","USGS","01021050",2018-08-25,23.3,"A"
"1056","USGS","01021050",2018-08-26,23.6,"A"
"1057","USGS","01021050",2018-08-27,23.7,"A"
"1058","USGS","01021050",2018-08-28,24.5,"A"
"1059","USGS","01021050",2018-08-29,25.3,"A"
"1060","USGS","01021050",2018-08-30,25,"A"
"1061","USGS","01021050",2018-08-31,23.1,"A"
"1062","USGS","01021050",2018-09-01,23.2,"A"
"1063","USGS","01021050",2018-09-02,23.5,"A"
"1064","USGS","01021050",2018-09-03,24,"A"
"1065","USGS","01021050",2018-09-04,24.4,"A"
"1066","USGS","01021050",2018-09-05,23.5,"A"
"1067","USGS","01021050",2018-09-06,23.7,"A"
"1068","USGS","01021050",2018-09-07,23.2,"A"
"1069","USGS","01021050",2018-09-08,22.3,"A"
"1070","USGS","01021050",2018-09-09,21.1,"A"
"1071","USGS","01021050",2018-09-10,20.7,"A"
"1072","USGS","01021050",2018-09-11,20.2,"A"
"1073","USGS","01021050",2018-09-12,20.4,"A"
"1074","USGS","01021050",2018-09-13,21.2,"A"
"1075","USGS","01021050",2018-09-14,22.1,"A"
"1076","USGS","01021050",2018-09-15,22.1,"A"
