"","agency_cd","site_no","Date","Wtemp","Wtemp_cd"
"115","USGS","01021050",2010-09-23,16.9,"A"
"116","USGS","01021050",2010-09-24,16.4,"A"
"117","USGS","01021050",2010-09-25,16.1,"A"
"118","USGS","01021050",2010-09-26,16.4,"A"
"119","USGS","01021050",2010-09-27,16,"A"
"120","USGS","01021050",2010-09-28,16.4,"A"
"121","USGS","01021050",2010-09-29,17.7,"A"
"122","USGS","01021050",2010-09-30,17.7,"A"
"123","USGS","01021050",2011-06-01,18.4,"A"
"124","USGS","01021050",2011-06-02,18.1,"A"
"125","USGS","01021050",2011-06-03,17.5,"A"
"126","USGS","01021050",2011-06-04,17.4,"A"
"127","USGS","01021050",2011-06-05,18.1,"A"
"128","USGS","01021050",2011-06-06,18.6,"A"
"129","USGS","01021050",2011-06-07,19.6,"A"
"130","USGS","01021050",2011-06-08,20.2,"A"
"131","USGS","01021050",2011-06-09,20.4,"A"
"132","USGS","01021050",2011-06-17,20,"A"
"133","USGS","01021050",2011-06-18,19.7,"A"
"134","USGS","01021050",2011-06-19,19.3,"A"
"135","USGS","01021050",2011-06-20,19.6,"A"
"136","USGS","01021050",2011-06-21,20.4,"A"
"137","USGS","01021050",2011-06-22,21.4,"A"
"138","USGS","01021050",2011-06-23,21.6,"A"
"139","USGS","01021050",2011-06-24,20.8,"A"
"140","USGS","01021050",2011-06-25,18.9,"A"
"141","USGS","01021050",2011-06-26,18.4,"A"
"142","USGS","01021050",2011-06-27,20.5,"A"
"143","USGS","01021050",2011-06-28,22.2,"A"
"144","USGS","01021050",2011-06-29,22,"A"
"145","USGS","01021050",2011-06-30,20.9,"A"
"146","USGS","01021050",2011-07-01,21.5,"A"
"147","USGS","01021050",2011-07-02,22.4,"A"
"148","USGS","01021050",2011-07-03,22.9,"A"
"149","USGS","01021050",2011-07-04,22.6,"A"
"150","USGS","01021050",2011-07-05,23.5,"A"
"151","USGS","01021050",2011-07-06,24.7,"A"
"152","USGS","01021050",2011-07-07,24.5,"A"
"153","USGS","01021050",2011-07-08,24,"A"
"154","USGS","01021050",2011-07-09,23.2,"A"
"155","USGS","01021050",2011-07-10,23.2,"A"
"156","USGS","01021050",2011-07-11,24.6,"A"
"157","USGS","01021050",2011-07-12,24.5,"A"
"158","USGS","01021050",2011-07-13,24.9,"A"
"159","USGS","01021050",2011-07-14,24.2,"A"
"160","USGS","01021050",2011-07-15,23.8,"A"
"161","USGS","01021050",2011-07-16,24.4,"A"
"162","USGS","01021050",2011-07-17,24.9,"A"
"163","USGS","01021050",2011-07-18,25.2,"A"
"164","USGS","01021050",2011-07-19,25.5,"A"
"165","USGS","01021050",2011-07-20,25.1,"A"
"166","USGS","01021050",2011-07-21,25,"A"
"167","USGS","01021050",2011-07-22,25.9,"A"
"168","USGS","01021050",2011-07-23,26.7,"A"
"169","USGS","01021050",2011-07-24,25.6,"A"
"170","USGS","01021050",2011-07-25,25.1,"A"
"171","USGS","01021050",2011-07-26,24.5,"A"
"172","USGS","01021050",2011-07-27,23.3,"A"
"173","USGS","01021050",2011-07-28,24,"A"
"174","USGS","01021050",2011-07-29,24.6,"A"
"175","USGS","01021050",2011-07-30,23.8,"A"
"176","USGS","01021050",2011-07-31,23.8,"A"
"177","USGS","01021050",2011-08-01,24.8,"A"
"178","USGS","01021050",2011-08-02,23.8,"A"
"179","USGS","01021050",2011-08-03,22.1,"A"
"180","USGS","01021050",2011-08-04,22.8,"A"
"181","USGS","01021050",2011-08-05,23.1,"A"
"182","USGS","01021050",2011-08-06,23.9,"A"
"183","USGS","01021050",2011-08-07,24.2,"A"
"184","USGS","01021050",2011-08-08,22.3,"A"
"185","USGS","01021050",2011-08-09,22.8,"A"
"186","USGS","01021050",2011-08-10,22.5,"A"
"187","USGS","01021050",2011-08-11,21.1,"A"
"188","USGS","01021050",2011-08-12,22.2,"A"
"189","USGS","01021050",2011-08-13,23.3,"A"
"190","USGS","01021050",2011-08-14,24,"A"
"191","USGS","01021050",2011-08-15,23.6,"A"
"192","USGS","01021050",2011-08-16,22.2,"A"
"193","USGS","01021050",2011-08-17,22.1,"A"
"194","USGS","01021050",2011-08-18,23.4,"A"
"195","USGS","01021050",2011-08-19,23.6,"A"
"196","USGS","01021050",2011-08-20,23.9,"A"
"197","USGS","01021050",2011-08-21,24.2,"A"
"198","USGS","01021050",2011-08-22,23.6,"A"
"199","USGS","01021050",2011-08-23,22.6,"A"
"200","USGS","01021050",2011-08-24,22.8,"A"
"201","USGS","01021050",2011-08-25,22.8,"A"
"202","USGS","01021050",2011-08-26,23.3,"A"
"203","USGS","01021050",2011-08-27,23.2,"A"
"204","USGS","01021050",2011-08-28,22.5,"A"
"205","USGS","01021050",2011-08-29,21.8,"A"
"206","USGS","01021050",2011-08-30,21.5,"A"
"207","USGS","01021050",2011-08-31,21.6,"A"
"208","USGS","01021050",2011-09-01,21.6,"A"
"209","USGS","01021050",2011-09-02,21.2,"A"
"210","USGS","01021050",2011-09-03,20.9,"A"
"211","USGS","01021050",2011-09-04,21.3,"A"
"212","USGS","01021050",2011-09-05,22.4,"A"
"213","USGS","01021050",2011-09-06,22,"A"
"214","USGS","01021050",2011-09-07,20.8,"A"
"215","USGS","01021050",2011-09-08,20.1,"A"
"216","USGS","01021050",2011-09-09,20.9,"A"
"217","USGS","01021050",2011-09-10,20.7,"A"
"218","USGS","01021050",2011-09-11,19.9,"A"
"219","USGS","01021050",2011-09-12,20.1,"A"
"220","USGS","01021050",2011-09-13,20.5,"A"
"221","USGS","01021050",2011-09-14,20.5,"A"
"222","USGS","01021050",2011-09-15,20.3,"A"
"223","USGS","01021050",2011-09-16,19.1,"A"
"224","USGS","01021050",2011-09-17,18.3,"A"
"225","USGS","01021050",2011-09-18,18.3,"A"
"226","USGS","01021050",2011-09-19,18.2,"A"
"227","USGS","01021050",2011-09-20,17.6,"A"
"228","USGS","01021050",2011-09-21,17.8,"A"
"229","USGS","01021050",2011-09-22,17.6,"A"
"230","USGS","01021050",2011-09-23,17.8,"A"
"231","USGS","01021050",2011-09-24,18.1,"A"
"232","USGS","01021050",2011-09-25,18.7,"A"
"233","USGS","01021050",2011-09-26,19.3,"A"
"234","USGS","01021050",2011-09-27,19.4,"A"
"235","USGS","01021050",2011-09-28,19.2,"A"
"236","USGS","01021050",2011-09-29,18.8,"A"
"237","USGS","01021050",2011-09-30,19.2,"A"
"238","USGS","01021050",2012-06-01,18,"A"
"239","USGS","01021050",2012-06-02,18.6,"A"
"240","USGS","01021050",2012-06-03,17.6,"A"
"241","USGS","01021050",2012-06-04,16.5,"A"
"242","USGS","01021050",2012-06-05,15.6,"A"
"243","USGS","01021050",2012-06-06,15.4,"A"
"244","USGS","01021050",2012-06-07,15.9,"A"
"245","USGS","01021050",2012-06-08,16.8,"A"
"246","USGS","01021050",2012-06-09,17.1,"A"
"247","USGS","01021050",2012-06-10,17.5,"A"
"248","USGS","01021050",2012-06-11,18.2,"A"
"249","USGS","01021050",2012-06-12,19.3,"A"
"250","USGS","01021050",2012-06-13,18.6,"A"
"251","USGS","01021050",2012-06-14,19,"A"
"252","USGS","01021050",2012-06-15,20.3,"A"
"253","USGS","01021050",2012-06-16,20.4,"A"
"254","USGS","01021050",2012-06-17,20.5,"A"
"255","USGS","01021050",2012-06-18,20.5,"A"
"256","USGS","01021050",2012-06-19,20.3,"A"
"257","USGS","01021050",2012-06-20,21.4,"A"
"258","USGS","01021050",2012-06-21,23.5,"A"
"259","USGS","01021050",2012-06-22,23.7,"A"
"260","USGS","01021050",2012-06-23,22.5,"A"
"261","USGS","01021050",2012-06-24,20.6,"A"
"262","USGS","01021050",2012-06-25,21.5,"A"
"263","USGS","01021050",2012-06-26,21.3,"A"
"264","USGS","01021050",2012-06-27,19.9,"A"
"265","USGS","01021050",2012-06-28,20.4,"A"
"266","USGS","01021050",2012-06-29,21.1,"A"
"267","USGS","01021050",2012-06-30,21.8,"A"
"268","USGS","01021050",2012-07-01,22.3,"A"
"269","USGS","01021050",2012-07-02,22.9,"A"
"270","USGS","01021050",2012-07-03,23.6,"A"
"271","USGS","01021050",2012-07-04,23.4,"A"
"272","USGS","01021050",2012-07-05,23,"A"
"273","USGS","01021050",2012-07-06,23.7,"A"
"274","USGS","01021050",2012-07-07,24.3,"A"
"275","USGS","01021050",2012-07-08,24.3,"A"
"276","USGS","01021050",2012-07-09,23.8,"A"
"277","USGS","01021050",2012-07-10,23.8,"A"
"278","USGS","01021050",2012-07-11,24.2,"A"
"279","USGS","01021050",2012-07-12,24.8,"A"
"280","USGS","01021050",2012-07-13,24.8,"A"
"281","USGS","01021050",2012-07-14,25.4,"A"
"282","USGS","01021050",2012-07-15,25.8,"A"
"283","USGS","01021050",2012-07-16,25.3,"A"
"284","USGS","01021050",2012-07-17,25.3,"A"
"285","USGS","01021050",2012-07-18,25.1,"A"
"286","USGS","01021050",2012-07-19,25.1,"A"
"287","USGS","01021050",2012-07-20,24.4,"A"
"288","USGS","01021050",2012-07-21,24.6,"A"
"289","USGS","01021050",2012-07-22,24.8,"A"
"290","USGS","01021050",2012-07-23,25.1,"A"
"291","USGS","01021050",2012-07-24,24.6,"A"
"292","USGS","01021050",2012-07-25,23.6,"A"
"293","USGS","01021050",2012-07-26,24.4,"A"
"294","USGS","01021050",2012-07-27,24.5,"A"
"295","USGS","01021050",2012-07-28,24.6,"A"
"296","USGS","01021050",2012-07-29,24.5,"A"
"297","USGS","01021050",2012-07-30,23.9,"A"
"298","USGS","01021050",2012-07-31,25.3,"A"
"299","USGS","01021050",2012-08-01,24,"A"
"300","USGS","01021050",2012-08-02,23.2,"A"
"301","USGS","01021050",2012-08-03,24.4,"A"
"302","USGS","01021050",2012-08-04,25.3,"A"
"303","USGS","01021050",2012-08-05,25.5,"A"
"304","USGS","01021050",2012-08-06,25,"A"
"305","USGS","01021050",2012-08-07,25.2,"A"
"306","USGS","01021050",2012-08-08,25.7,"A"
"307","USGS","01021050",2012-08-09,25.8,"A"
"308","USGS","01021050",2012-08-10,25.7,"A"
"309","USGS","01021050",2012-08-11,24.6,"A"
"310","USGS","01021050",2012-08-12,23.8,"A"
"311","USGS","01021050",2012-08-13,24.8,"A"
"312","USGS","01021050",2012-08-14,25.2,"A"
"313","USGS","01021050",2012-08-15,25.5,"A"
"314","USGS","01021050",2012-08-16,24.8,"A"
"315","USGS","01021050",2012-08-17,23.8,"A"
"316","USGS","01021050",2012-08-18,24.4,"A"
"317","USGS","01021050",2012-08-19,24.7,"A"
"318","USGS","01021050",2012-08-20,24.8,"A"
"319","USGS","01021050",2012-08-21,24.3,"A"
"320","USGS","01021050",2012-08-22,24.2,"A"
"321","USGS","01021050",2012-08-23,24.1,"A"
"322","USGS","01021050",2012-08-24,24.2,"A"
"323","USGS","01021050",2012-08-25,24.3,"A"
"324","USGS","01021050",2012-08-26,24.4,"A"
"325","USGS","01021050",2012-08-27,24.5,"A"
"326","USGS","01021050",2012-08-28,24.2,"A"
"327","USGS","01021050",2012-08-29,23.2,"A"
"328","USGS","01021050",2012-08-30,23.1,"A"
"329","USGS","01021050",2012-08-31,23.1,"A"
"330","USGS","01021050",2012-09-01,22.6,"A"
"331","USGS","01021050",2012-09-02,22,"A"
"332","USGS","01021050",2012-09-03,21.6,"A"
"333","USGS","01021050",2012-09-04,22.2,"A"
"334","USGS","01021050",2012-09-05,21.2,"A"
"335","USGS","01021050",2012-09-06,20.2,"A"
"336","USGS","01021050",2012-09-07,19.9,"A"
"337","USGS","01021050",2012-09-08,19.8,"A"
"338","USGS","01021050",2012-09-09,20,"A"
"339","USGS","01021050",2012-09-10,19.7,"A"
"340","USGS","01021050",2012-09-11,19.1,"A"
"341","USGS","01021050",2012-09-12,19.1,"A"
"342","USGS","01021050",2012-09-13,19.4,"A"
"343","USGS","01021050",2012-09-14,19.9,"A"
"344","USGS","01021050",2012-09-15,19.9,"A"
"345","USGS","01021050",2012-09-16,19,"A"
"346","USGS","01021050",2012-09-17,18.9,"A"
"347","USGS","01021050",2012-09-18,18.8,"A"
"348","USGS","01021050",2012-09-19,18.7,"A"
"349","USGS","01021050",2012-09-20,17.9,"A"
"350","USGS","01021050",2012-09-21,17.6,"A"
"351","USGS","01021050",2012-09-22,17.9,"A"
"352","USGS","01021050",2012-09-23,18.3,"A"
"353","USGS","01021050",2012-09-24,17.6,"A"
"354","USGS","01021050",2012-09-25,17.4,"A"
"355","USGS","01021050",2012-09-26,17.1,"A"
"356","USGS","01021050",2012-09-27,17.2,"A"
"357","USGS","01021050",2012-09-28,16.5,"A"
"358","USGS","01021050",2012-09-29,16.2,"A"
"359","USGS","01021050",2012-09-30,15.5,"A"
"360","USGS","01021050",2013-06-01,18.5,"A"
"361","USGS","01021050",2013-06-02,19.6,"A"
"362","USGS","01021050",2013-06-03,19.8,"A"
"363","USGS","01021050",2013-06-04,19.9,"A"
"364","USGS","01021050",2013-06-05,19.8,"A"
"365","USGS","01021050",2013-06-06,20.1,"A"
"366","USGS","01021050",2013-06-07,20.1,"A"
"367","USGS","01021050",2013-06-08,18.8,"A"
"368","USGS","01021050",2013-06-09,18.1,"A"
"369","USGS","01021050",2013-06-10,18.5,"A"
"370","USGS","01021050",2013-06-11,18.1,"A"
"371","USGS","01021050",2013-06-12,17.3,"A"
"372","USGS","01021050",2013-06-13,17.3,"A"
"373","USGS","01021050",2013-06-14,17.4,"A"
"374","USGS","01021050",2013-06-15,17.6,"A"
"375","USGS","01021050",2013-06-16,18.2,"A"
"376","USGS","01021050",2013-06-17,18.7,"A"
"377","USGS","01021050",2013-06-18,19.3,"A"
"378","USGS","01021050",2013-06-19,19.8,"A"
"379","USGS","01021050",2013-06-20,20.1,"A"
"380","USGS","01021050",2013-06-21,20.3,"A"
"381","USGS","01021050",2013-06-22,20.7,"A"
"382","USGS","01021050",2013-06-23,20.7,"A"
"383","USGS","01021050",2013-06-24,21.2,"A"
"384","USGS","01021050",2013-06-25,22.3,"A"
"385","USGS","01021050",2013-06-26,21.6,"A"
"386","USGS","01021050",2013-06-27,20.7,"A"
"387","USGS","01021050",2013-06-28,19.9,"A"
"388","USGS","01021050",2013-06-29,19.3,"A"
"389","USGS","01021050",2013-06-30,20.1,"A"
"390","USGS","01021050",2013-07-01,20.8,"A"
"391","USGS","01021050",2013-07-02,20.6,"A"
"392","USGS","01021050",2013-07-03,20.6,"A"
"393","USGS","01021050",2013-07-04,22.2,"A"
"394","USGS","01021050",2013-07-05,23.7,"A"
"395","USGS","01021050",2013-07-06,24.6,"A"
"396","USGS","01021050",2013-07-07,25.4,"A"
"397","USGS","01021050",2013-07-08,25.4,"A"
"398","USGS","01021050",2013-07-09,25,"A"
"399","USGS","01021050",2013-07-10,24.6,"A"
"400","USGS","01021050",2013-07-11,24,"A"
"401","USGS","01021050",2013-07-12,24.5,"A"
"402","USGS","01021050",2013-07-13,25,"A"
"403","USGS","01021050",2013-07-14,25.3,"A"
"404","USGS","01021050",2013-07-15,26.2,"A"
"405","USGS","01021050",2013-07-16,26.5,"A"
"406","USGS","01021050",2013-07-17,25.9,"A"
"407","USGS","01021050",2013-07-18,25.8,"A"
"408","USGS","01021050",2013-07-19,26,"A"
"409","USGS","01021050",2013-07-20,26.1,"A"
"410","USGS","01021050",2013-07-21,25.7,"A"
"411","USGS","01021050",2013-07-22,25.6,"A"
"412","USGS","01021050",2013-07-23,24.4,"A"
"413","USGS","01021050",2013-07-24,24,"A"
"414","USGS","01021050",2013-07-25,23.8,"A"
"415","USGS","01021050",2013-07-26,22.9,"A"
"416","USGS","01021050",2013-07-27,21.2,"A"
"417","USGS","01021050",2013-07-28,20.9,"A"
"418","USGS","01021050",2013-07-29,20.8,"A"
"419","USGS","01021050",2013-07-30,21.2,"A"
"420","USGS","01021050",2013-07-31,21.8,"A"
"421","USGS","01021050",2013-08-01,22.5,"A"
"422","USGS","01021050",2013-08-02,22,"A"
"423","USGS","01021050",2013-08-03,22,"A"
"424","USGS","01021050",2013-08-04,22.2,"A"
"425","USGS","01021050",2013-08-05,22,"A"
"426","USGS","01021050",2013-08-06,21.9,"A"
"427","USGS","01021050",2013-08-07,22.5,"A"
"428","USGS","01021050",2013-08-08,21.6,"A"
"429","USGS","01021050",2013-08-09,21.2,"A"
"430","USGS","01021050",2013-08-10,21.4,"A"
"431","USGS","01021050",2013-08-11,21.2,"A"
"432","USGS","01021050",2013-08-12,21.2,"A"
"433","USGS","01021050",2013-08-13,21.3,"A"
"434","USGS","01021050",2013-08-14,21.5,"A"
"435","USGS","01021050",2013-08-15,21.3,"A"
"436","USGS","01021050",2013-08-16,21.6,"A"
"437","USGS","01021050",2013-08-17,21.7,"A"
"438","USGS","01021050",2013-08-18,21.8,"A"
"439","USGS","01021050",2013-08-19,22.1,"A"
"440","USGS","01021050",2013-08-20,22.6,"A"
"441","USGS","01021050",2013-08-21,23.3,"A"
"442","USGS","01021050",2013-08-22,23.6,"A"
"443","USGS","01021050",2013-08-23,23.5,"A"
"444","USGS","01021050",2013-08-24,22.9,"A"
"445","USGS","01021050",2013-08-25,23,"A"
"446","USGS","01021050",2013-08-26,22.7,"A"
"447","USGS","01021050",2013-08-27,23.1,"A"
"448","USGS","01021050",2013-08-28,23.5,"A"
"449","USGS","01021050",2013-08-29,22.3,"A"
"450","USGS","01021050",2013-08-30,21.8,"A"
"451","USGS","01021050",2013-08-31,22.1,"A"
"452","USGS","01021050",2013-09-01,21.9,"A"
"453","USGS","01021050",2013-09-02,21.6,"A"
"454","USGS","01021050",2013-09-03,21,"A"
"455","USGS","01021050",2013-09-04,21.5,"A"
"456","USGS","01021050",2013-09-05,21,"A"
"457","USGS","01021050",2013-09-06,20.2,"A"
"458","USGS","01021050",2013-09-07,20,"A"
"459","USGS","01021050",2013-09-08,19.6,"A"
"460","USGS","01021050",2013-09-09,18.6,"A"
"461","USGS","01021050",2013-09-10,18.5,"A"
"462","USGS","01021050",2013-09-11,19,"A"
"463","USGS","01021050",2013-09-12,19.6,"A"
"464","USGS","01021050",2013-09-13,19.4,"A"
"465","USGS","01021050",2013-09-14,19.4,"A"
"466","USGS","01021050",2013-09-15,19.2,"A"
"467","USGS","01021050",2013-09-16,18.6,"A"
"468","USGS","01021050",2013-09-17,17.5,"A"
"469","USGS","01021050",2013-09-18,17.4,"A"
"470","USGS","01021050",2013-09-19,17.4,"A"
"471","USGS","01021050",2013-09-20,17.7,"A"
"472","USGS","01021050",2013-09-21,17.5,"A"
"473","USGS","01021050",2013-09-22,17.5,"A"
"474","USGS","01021050",2013-09-23,17,"A"
"475","USGS","01021050",2013-09-24,16.2,"A"
"476","USGS","01021050",2013-09-25,15.8,"A"
"477","USGS","01021050",2013-09-26,15.1,"A"
"478","USGS","01021050",2013-09-27,15.3,"A"
"479","USGS","01021050",2013-09-28,15.5,"A"
"480","USGS","01021050",2013-09-29,15.6,"A"
"481","USGS","01021050",2013-09-30,15.6,"A"
"482","USGS","01021050",2014-06-01,17.4,"A"
"483","USGS","01021050",2014-06-02,17.6,"A"
"484","USGS","01021050",2014-06-03,18.2,"A"
"485","USGS","01021050",2014-06-04,18.1,"A"
"486","USGS","01021050",2014-06-05,17.7,"A"
"487","USGS","01021050",2014-06-06,17.5,"A"
"488","USGS","01021050",2014-06-07,18.2,"A"
"489","USGS","01021050",2014-06-08,19.4,"A"
"490","USGS","01021050",2014-06-09,20.4,"A"
"491","USGS","01021050",2014-06-10,20.2,"A"
"492","USGS","01021050",2014-06-11,19.9,"A"
"493","USGS","01021050",2014-06-12,20.2,"A"
"494","USGS","01021050",2014-06-13,19.4,"A"
"495","USGS","01021050",2014-06-14,18.8,"A"
"496","USGS","01021050",2014-06-15,18.8,"A"
"497","USGS","01021050",2014-06-16,18.8,"A"
"498","USGS","01021050",2014-06-17,19.6,"A"
"499","USGS","01021050",2014-06-18,19.1,"A"
"500","USGS","01021050",2014-06-19,19.8,"A"
"501","USGS","01021050",2014-06-20,19.2,"A"
"502","USGS","01021050",2014-06-21,18.7,"A"
"503","USGS","01021050",2014-06-22,19.4,"A"
"504","USGS","01021050",2014-06-23,20.3,"A"
"505","USGS","01021050",2014-06-24,20.4,"A"
"506","USGS","01021050",2014-06-25,19.9,"A"
"507","USGS","01021050",2014-06-26,19.4,"A"
"508","USGS","01021050",2014-06-27,19.6,"A"
"509","USGS","01021050",2014-06-28,21.1,"A"
"510","USGS","01021050",2014-06-29,21.8,"A"
"511","USGS","01021050",2014-06-30,22.3,"A"
"512","USGS","01021050",2014-07-01,23.4,"A"
"513","USGS","01021050",2014-07-02,24.1,"A"
"514","USGS","01021050",2014-07-03,24.8,"A"
"515","USGS","01021050",2014-07-04,25.3,"A"
"516","USGS","01021050",2014-07-05,22.9,"A"
"517","USGS","01021050",2014-07-06,20.3,"A"
"518","USGS","01021050",2014-07-07,19.7,"A"
"519","USGS","01021050",2014-07-08,20.1,"A"
"520","USGS","01021050",2014-07-09,21.4,"A"
"521","USGS","01021050",2014-07-10,22.3,"A"
"522","USGS","01021050",2014-07-11,22.9,"A"
"523","USGS","01021050",2014-07-12,23.4,"A"
"524","USGS","01021050",2014-07-13,23.5,"A"
"525","USGS","01021050",2014-07-14,23.8,"A"
"526","USGS","01021050",2014-07-15,23.7,"A"
"527","USGS","01021050",2014-07-16,23.3,"A"
"528","USGS","01021050",2014-07-17,23.1,"A"
"529","USGS","01021050",2014-07-18,23.3,"A"
"530","USGS","01021050",2014-07-19,23.7,"A"
"531","USGS","01021050",2014-07-20,23.9,"A"
"532","USGS","01021050",2014-07-21,24.1,"A"
"533","USGS","01021050",2014-07-22,24.2,"A"
"534","USGS","01021050",2014-07-23,25.2,"A"
"535","USGS","01021050",2014-07-24,24.7,"A"
"536","USGS","01021050",2014-07-25,24.6,"A"
"537","USGS","01021050",2014-07-26,25.1,"A"
"538","USGS","01021050",2014-07-27,24.7,"A"
"539","USGS","01021050",2014-07-28,23.9,"A"
