"","agency_cd","site_no","Date","Wtemp","Wtemp_cd"
"75","USGS","01036390",2010-03-16,3.3,"A"
"76","USGS","01036390",2010-03-17,3.7,"A"
"77","USGS","01036390",2010-03-18,4.2,"A"
"78","USGS","01036390",2010-03-19,4.4,"A"
"79","USGS","01036390",2010-03-20,4.7,"A"
"80","USGS","01036390",2010-03-21,4.6,"A"
"81","USGS","01036390",2010-03-22,4,"A"
"82","USGS","01036390",2010-03-23,3.7,"A"
"83","USGS","01036390",2010-03-24,3.2,"A"
"84","USGS","01036390",2010-03-25,2.7,"A"
"85","USGS","01036390",2010-03-26,3.1,"A"
"86","USGS","01036390",2010-03-27,2.6,"A"
"87","USGS","01036390",2010-03-28,2.5,"A"
"88","USGS","01036390",2010-03-29,2.7,"A"
"89","USGS","01036390",2010-03-30,3.4,"A"
"90","USGS","01036390",2010-03-31,3.5,"A"
"91","USGS","01036390",2010-04-01,4.1,"A"
"92","USGS","01036390",2010-04-02,4.9,"A"
"93","USGS","01036390",2010-04-03,6.4,"A"
"94","USGS","01036390",2010-04-04,7.6,"A"
"95","USGS","01036390",2010-04-05,8.4,"A"
"96","USGS","01036390",2010-04-06,8.6,"A"
"97","USGS","01036390",2010-04-07,8.9,"A"
"98","USGS","01036390",2010-04-08,9,"A"
"99","USGS","01036390",2010-04-09,8.6,"A"
"100","USGS","01036390",2010-04-10,8,"A"
"101","USGS","01036390",2010-04-11,7.4,"A"
"102","USGS","01036390",2010-04-12,7.2,"A"
"103","USGS","01036390",2010-04-13,7.5,"A"
"104","USGS","01036390",2010-04-14,8.1,"A"
"105","USGS","01036390",2010-04-15,8.4,"A"
"106","USGS","01036390",2010-04-16,8.5,"A"
"107","USGS","01036390",2010-04-17,8.5,"A"
"108","USGS","01036390",2010-04-18,8,"A"
"109","USGS","01036390",2010-04-19,8,"A"
"110","USGS","01036390",2010-04-20,8.5,"A"
"111","USGS","01036390",2010-04-21,9.1,"A"
"112","USGS","01036390",2010-04-22,10,"A"
"113","USGS","01036390",2010-04-23,10.5,"A"
"114","USGS","01036390",2010-04-24,11,"A"
"115","USGS","01036390",2010-04-25,11.5,"A"
"116","USGS","01036390",2010-04-26,12.2,"A"
"117","USGS","01036390",2010-04-27,12,"A"
"118","USGS","01036390",2010-04-28,11.3,"A"
"119","USGS","01036390",2010-04-29,10.8,"A"
"120","USGS","01036390",2010-04-30,11,"A"
"121","USGS","01036390",2010-05-01,11.9,"A"
"122","USGS","01036390",2010-05-02,13.2,"A"
"123","USGS","01036390",2010-05-03,14.4,"A"
"124","USGS","01036390",2010-05-04,15,"A"
"125","USGS","01036390",2010-05-05,15.4,"A"
"126","USGS","01036390",2010-05-06,15.5,"A"
"127","USGS","01036390",2010-05-07,15,"A"
"128","USGS","01036390",2010-05-08,14.3,"A"
"129","USGS","01036390",2010-05-09,13.1,"A"
"130","USGS","01036390",2010-05-10,11.7,"A"
"131","USGS","01036390",2010-05-11,11.1,"A"
"132","USGS","01036390",2010-05-12,11.6,"A"
"133","USGS","01036390",2010-05-13,11.9,"A"
"134","USGS","01036390",2010-05-14,12.8,"A"
"135","USGS","01036390",2010-05-15,13.5,"A"
"136","USGS","01036390",2010-05-16,14,"A"
"137","USGS","01036390",2010-05-17,14.7,"A"
"138","USGS","01036390",2010-05-18,15.7,"A"
"139","USGS","01036390",2010-05-19,15.8,"A"
"140","USGS","01036390",2010-05-20,15.9,"A"
"141","USGS","01036390",2010-05-21,17,"A"
"142","USGS","01036390",2010-05-22,17.4,"A"
"143","USGS","01036390",2010-05-23,18,"A"
"144","USGS","01036390",2010-05-24,19.2,"A"
"145","USGS","01036390",2010-05-25,20.8,"A"
"146","USGS","01036390",2010-05-26,22.5,"A"
"147","USGS","01036390",2010-05-27,22.6,"A"
"148","USGS","01036390",2010-05-28,22,"A"
"149","USGS","01036390",2010-05-29,21.2,"A"
"150","USGS","01036390",2010-05-30,20.8,"A"
"151","USGS","01036390",2010-05-31,20.1,"A"
"152","USGS","01036390",2010-06-01,19.6,"A"
"153","USGS","01036390",2010-06-02,19.6,"A"
"154","USGS","01036390",2010-06-03,19.2,"A"
"155","USGS","01036390",2010-06-04,19,"A"
"156","USGS","01036390",2010-06-05,19.2,"A"
"157","USGS","01036390",2010-06-06,18.6,"A"
"158","USGS","01036390",2010-06-07,17.9,"A"
"159","USGS","01036390",2010-06-08,17.6,"A"
"160","USGS","01036390",2010-06-09,17.6,"A"
"161","USGS","01036390",2010-06-10,17.5,"A"
"162","USGS","01036390",2010-06-11,17.8,"A"
"163","USGS","01036390",2010-06-12,18.7,"A"
"164","USGS","01036390",2010-06-13,19.6,"A"
"165","USGS","01036390",2010-06-14,20.1,"A"
"166","USGS","01036390",2010-06-15,19.7,"A"
"167","USGS","01036390",2010-06-16,19.7,"A"
"168","USGS","01036390",2010-06-17,19.5,"A"
"169","USGS","01036390",2010-06-18,20.3,"A"
"170","USGS","01036390",2010-06-19,21.7,"A"
"171","USGS","01036390",2010-06-20,22.8,"A"
"172","USGS","01036390",2010-06-21,23.6,"A"
"173","USGS","01036390",2010-06-22,24.1,"A"
"174","USGS","01036390",2010-06-23,23.4,"A"
"175","USGS","01036390",2010-06-24,22.9,"A"
"176","USGS","01036390",2010-06-25,22.9,"A"
"177","USGS","01036390",2010-06-26,23.2,"A"
"178","USGS","01036390",2010-06-27,23.4,"A"
"179","USGS","01036390",2010-06-28,23,"A"
"180","USGS","01036390",2010-06-29,22.5,"A"
"181","USGS","01036390",2010-06-30,22.3,"A"
"182","USGS","01036390",2010-07-01,21.6,"A"
"183","USGS","01036390",2010-07-02,21.4,"A"
"184","USGS","01036390",2010-07-03,21.9,"A"
"185","USGS","01036390",2010-07-04,22.8,"A"
"186","USGS","01036390",2010-07-05,24.1,"A"
"187","USGS","01036390",2010-07-06,25.4,"A"
"188","USGS","01036390",2010-07-07,26.6,"A"
"189","USGS","01036390",2010-07-08,26.9,"A"
"190","USGS","01036390",2010-07-09,26.9,"A"
"191","USGS","01036390",2010-07-10,26.5,"A"
"192","USGS","01036390",2010-07-11,26,"A"
"193","USGS","01036390",2010-07-12,25.8,"A"
"194","USGS","01036390",2010-07-13,26.3,"A"
"195","USGS","01036390",2010-07-14,26.5,"A"
"196","USGS","01036390",2010-07-15,27,"A"
"197","USGS","01036390",2010-07-16,27,"A"
"198","USGS","01036390",2010-07-17,27.4,"A"
"199","USGS","01036390",2010-07-18,27.4,"A"
"200","USGS","01036390",2010-07-19,27,"A"
"201","USGS","01036390",2010-07-20,26.3,"A"
"202","USGS","01036390",2010-07-21,26,"A"
"203","USGS","01036390",2010-07-22,26,"A"
"204","USGS","01036390",2010-07-23,25.9,"A"
"205","USGS","01036390",2010-07-24,25.6,"A"
"206","USGS","01036390",2010-07-25,25.2,"A"
"207","USGS","01036390",2010-07-26,24.6,"A"
"208","USGS","01036390",2010-07-27,23.9,"A"
"209","USGS","01036390",2010-07-28,24.1,"A"
"210","USGS","01036390",2010-07-29,24.7,"A"
"211","USGS","01036390",2010-07-30,24.5,"A"
"212","USGS","01036390",2010-07-31,24.3,"A"
"213","USGS","01036390",2010-08-01,24,"A"
"214","USGS","01036390",2010-08-02,23.7,"A"
"215","USGS","01036390",2010-08-03,23.6,"A"
"216","USGS","01036390",2010-08-04,24.1,"A"
"217","USGS","01036390",2010-08-05,24.7,"A"
"218","USGS","01036390",2010-08-06,25.2,"A"
"219","USGS","01036390",2010-08-07,24.5,"A"
"220","USGS","01036390",2010-08-08,23.9,"A"
"221","USGS","01036390",2010-08-09,23.9,"A"
"222","USGS","01036390",2010-08-10,24.4,"A"
"223","USGS","01036390",2010-08-11,24.7,"A"
"224","USGS","01036390",2010-08-12,24.4,"A"
"225","USGS","01036390",2010-08-13,24,"A"
"226","USGS","01036390",2010-08-14,24.2,"A"
"227","USGS","01036390",2010-08-15,24.1,"A"
"228","USGS","01036390",2010-08-16,23.3,"A"
"229","USGS","01036390",2010-08-17,23.4,"A"
"230","USGS","01036390",2010-08-18,23.4,"A"
"231","USGS","01036390",2010-08-19,23.9,"A"
"232","USGS","01036390",2010-08-20,24,"A"
"233","USGS","01036390",2010-08-21,23.8,"A"
"234","USGS","01036390",2010-08-22,23.5,"A"
"235","USGS","01036390",2010-08-23,22.7,"A"
"236","USGS","01036390",2010-08-24,22.4,"A"
"237","USGS","01036390",2010-08-25,21.8,"A"
"238","USGS","01036390",2010-08-26,21.6,"A"
"239","USGS","01036390",2010-08-27,21.7,"A"
"240","USGS","01036390",2010-08-28,21.9,"A"
"241","USGS","01036390",2010-08-29,22.5,"A"
"242","USGS","01036390",2010-08-30,23.5,"A"
"243","USGS","01036390",2010-08-31,24.3,"A"
"244","USGS","01036390",2010-09-01,25.3,"A"
"245","USGS","01036390",2010-09-02,26,"A"
"246","USGS","01036390",2010-09-03,26.6,"A"
"247","USGS","01036390",2010-09-04,26,"A"
"248","USGS","01036390",2010-09-05,24.1,"A"
"249","USGS","01036390",2010-09-06,22.5,"A"
"250","USGS","01036390",2010-09-07,21.6,"A"
"251","USGS","01036390",2010-09-08,21.5,"A"
"252","USGS","01036390",2010-09-09,21.2,"A"
"253","USGS","01036390",2010-09-10,20.6,"A"
"254","USGS","01036390",2010-09-11,20,"A"
"255","USGS","01036390",2010-09-12,19.4,"A"
"256","USGS","01036390",2010-09-13,18.8,"A"
"257","USGS","01036390",2010-09-14,18.4,"A"
"258","USGS","01036390",2010-09-15,18.1,"A"
"259","USGS","01036390",2010-09-16,17.7,"A"
"260","USGS","01036390",2010-09-17,17.4,"A"
"261","USGS","01036390",2010-09-18,17.3,"A"
"262","USGS","01036390",2010-09-19,17.2,"A"
"263","USGS","01036390",2010-09-20,17.1,"A"
"264","USGS","01036390",2010-09-21,16.8,"A"
"265","USGS","01036390",2010-09-22,16.7,"A"
"266","USGS","01036390",2010-09-23,16.9,"A"
"267","USGS","01036390",2010-09-24,16.5,"A"
"268","USGS","01036390",2010-09-25,16.6,"A"
"269","USGS","01036390",2010-09-26,16.3,"A"
"270","USGS","01036390",2010-09-27,15.9,"A"
"271","USGS","01036390",2010-09-28,16.2,"A"
"272","USGS","01036390",2010-09-29,17.4,"A"
"273","USGS","01036390",2010-09-30,18.3,"A"
"274","USGS","01036390",2010-10-01,19.2,"A"
"275","USGS","01036390",2010-10-02,18.9,"A"
"276","USGS","01036390",2010-10-03,17.2,"A"
"277","USGS","01036390",2010-10-04,16.1,"A"
"278","USGS","01036390",2010-10-05,15.6,"A"
"279","USGS","01036390",2010-10-06,15,"A"
"280","USGS","01036390",2010-10-07,14.3,"A"
"281","USGS","01036390",2010-10-08,13.4,"A"
"282","USGS","01036390",2010-10-09,12.9,"A"
"283","USGS","01036390",2010-10-10,11.9,"A"
"284","USGS","01036390",2010-10-11,11.5,"A"
"285","USGS","01036390",2010-10-12,11.5,"A"
"286","USGS","01036390",2010-10-13,11.3,"A"
"287","USGS","01036390",2010-10-14,11.1,"A"
"288","USGS","01036390",2010-10-15,11,"A"
"289","USGS","01036390",2010-10-16,10.7,"A"
"290","USGS","01036390",2010-10-17,10.4,"A"
"291","USGS","01036390",2010-10-18,9.9,"A"
"292","USGS","01036390",2010-10-19,9.2,"A"
"293","USGS","01036390",2010-10-20,8.7,"A"
"294","USGS","01036390",2010-10-21,8.9,"A"
"295","USGS","01036390",2010-10-22,8.6,"A"
"296","USGS","01036390",2010-10-23,7.9,"A"
"297","USGS","01036390",2010-10-24,7.5,"A"
"298","USGS","01036390",2010-10-25,7.6,"A"
"299","USGS","01036390",2010-10-26,8.1,"A"
"300","USGS","01036390",2010-10-27,9,"A"
"301","USGS","01036390",2010-10-28,10,"A"
"302","USGS","01036390",2010-10-29,10,"A"
"303","USGS","01036390",2010-10-30,9.2,"A"
"304","USGS","01036390",2010-10-31,8,"A"
"305","USGS","01036390",2010-11-01,7,"A"
"306","USGS","01036390",2010-11-02,6.9,"A"
"307","USGS","01036390",2010-11-03,6.4,"A"
"308","USGS","01036390",2010-11-04,6.1,"A"
"309","USGS","01036390",2010-11-05,6.3,"A"
"310","USGS","01036390",2010-11-06,6.8,"A"
"311","USGS","01036390",2010-11-07,6.2,"A"
"312","USGS","01036390",2010-11-08,5.6,"A"
"313","USGS","01036390",2010-11-09,6.3,"A"
"314","USGS","01036390",2010-11-10,6.3,"A"
"315","USGS","01036390",2010-11-11,5.8,"A"
"316","USGS","01036390",2010-11-12,5.4,"A"
"317","USGS","01036390",2010-11-13,5.1,"A"
"318","USGS","01036390",2010-11-14,4.9,"A"
"319","USGS","01036390",2010-11-15,4.7,"A"
"320","USGS","01036390",2010-11-16,4.9,"A"
"321","USGS","01036390",2010-11-17,5.5,"A"
"322","USGS","01036390",2010-11-18,5.8,"A"
"323","USGS","01036390",2010-11-19,5.4,"A"
"324","USGS","01036390",2010-11-20,4.4,"A"
"325","USGS","01036390",2010-11-21,3.4,"A"
"326","USGS","01036390",2010-11-22,2.6,"A"
"327","USGS","01036390",2010-11-23,2.4,"A"
"328","USGS","01036390",2010-11-24,2.2,"A"
"329","USGS","01036390",2010-11-25,1.4,"A"
"330","USGS","01036390",2010-11-26,0.8,"A"
"331","USGS","01036390",2010-11-27,0.6,"A"
"332","USGS","01036390",2010-11-28,0.4,"A"
"333","USGS","01036390",2010-11-29,0.7,"A"
"334","USGS","01036390",2010-11-30,0.6,"A"
"335","USGS","01036390",2010-12-01,0.8,"A"
"336","USGS","01036390",2010-12-02,1.7,"A"
"337","USGS","01036390",2010-12-03,1.9,"A"
"338","USGS","01036390",2010-12-04,1.9,"A"
"339","USGS","01036390",2010-12-05,2.1,"A"
"340","USGS","01036390",2010-12-06,1.4,"A"
"341","USGS","01036390",2010-12-07,0.6,"A"
"342","USGS","01036390",2010-12-08,0.1,"A"
"343","USGS","01036390",2010-12-09,-0.1,"A"
"344","USGS","01036390",2010-12-10,-0.1,"A"
"345","USGS","01036390",2010-12-11,0,"A"
"346","USGS","01036390",2010-12-12,0,"A"
"347","USGS","01036390",2010-12-13,1,"A"
"348","USGS","01036390",2010-12-14,0.8,"A"
"349","USGS","01036390",2010-12-15,0.7,"A"
"350","USGS","01036390",2010-12-16,0.2,"A"
"351","USGS","01036390",2010-12-17,0,"A"
"352","USGS","01036390",2010-12-18,-0.1,"A"
"353","USGS","01036390",2010-12-19,-0.1,"A"
"354","USGS","01036390",2010-12-20,-0.1,"A"
"355","USGS","01036390",2010-12-21,0.1,"A"
"356","USGS","01036390",2010-12-22,0.3,"A"
"357","USGS","01036390",2010-12-23,0.1,"A"
"358","USGS","01036390",2010-12-24,0,"A"
"359","USGS","01036390",2010-12-25,-0.1,"A"
"360","USGS","01036390",2010-12-26,-0.1,"A"
"361","USGS","01036390",2010-12-27,-0.1,"A"
"362","USGS","01036390",2010-12-28,-0.1,"A"
"363","USGS","01036390",2010-12-29,-0.1,"A"
"364","USGS","01036390",2010-12-30,-0.1,"A"
"365","USGS","01036390",2010-12-31,0,"A"
"366","USGS","01036390",2011-01-01,0,"A"
"367","USGS","01036390",2011-01-02,0,"A"
"368","USGS","01036390",2011-01-04,-0.1,"A"
"369","USGS","01036390",2011-01-05,-0.1,"A"
"370","USGS","01036390",2011-01-06,-0.1,"A"
"371","USGS","01036390",2011-01-07,-0.1,"A"
"372","USGS","01036390",2011-01-08,-0.1,"A"
"373","USGS","01036390",2011-01-09,-0.1,"A"
"374","USGS","01036390",2011-01-10,-0.1,"A"
"375","USGS","01036390",2011-01-11,-0.1,"A"
"376","USGS","01036390",2011-01-12,-0.1,"A"
"377","USGS","01036390",2011-01-13,-0.1,"A"
"378","USGS","01036390",2011-01-14,-0.1,"A"
"379","USGS","01036390",2011-01-15,-0.1,"A"
"380","USGS","01036390",2011-01-16,-0.1,"A"
"381","USGS","01036390",2011-01-17,-0.1,"A"
"382","USGS","01036390",2011-01-18,-0.1,"A"
"383","USGS","01036390",2011-01-19,-0.1,"A"
"384","USGS","01036390",2011-01-20,-0.1,"A"
"385","USGS","01036390",2011-01-21,-0.1,"A"
"386","USGS","01036390",2011-01-22,-0.1,"A"
"387","USGS","01036390",2011-01-23,-0.1,"A"
"388","USGS","01036390",2011-01-24,-0.1,"A"
"389","USGS","01036390",2011-01-25,-0.1,"A"
"390","USGS","01036390",2011-01-26,-0.1,"A"
"391","USGS","01036390",2011-01-27,-0.1,"A"
"392","USGS","01036390",2011-01-28,-0.1,"A"
"393","USGS","01036390",2011-01-29,-0.1,"A"
"394","USGS","01036390",2011-01-30,-0.1,"A"
"395","USGS","01036390",2011-01-31,-0.1,"A"
"396","USGS","01036390",2011-02-01,-0.1,"A"
"397","USGS","01036390",2011-02-02,-0.1,"A"
"398","USGS","01036390",2011-02-03,-0.1,"A"
"399","USGS","01036390",2011-02-04,-0.1,"A"
"400","USGS","01036390",2011-02-05,-0.1,"A"
"401","USGS","01036390",2011-02-06,-0.1,"A"
"402","USGS","01036390",2011-02-07,-0.1,"A"
"403","USGS","01036390",2011-02-08,-0.1,"A"
"404","USGS","01036390",2011-02-09,-0.1,"A"
"405","USGS","01036390",2011-02-10,-0.1,"A"
"406","USGS","01036390",2011-02-11,-0.1,"A"
"407","USGS","01036390",2011-02-12,-0.1,"A"
"408","USGS","01036390",2011-02-17,0,"A"
"409","USGS","01036390",2011-02-18,0,"A"
"410","USGS","01036390",2011-02-19,-0.1,"A"
"411","USGS","01036390",2011-02-20,-0.1,"A"
"412","USGS","01036390",2011-02-21,-0.1,"A"
"413","USGS","01036390",2011-02-22,-0.1,"A"
"414","USGS","01036390",2011-02-23,-0.1,"A"
"415","USGS","01036390",2011-02-24,-0.1,"A"
"416","USGS","01036390",2011-02-25,-0.1,"A"
"417","USGS","01036390",2011-02-26,-0.1,"A"
"418","USGS","01036390",2011-02-27,-0.1,"A"
"419","USGS","01036390",2011-02-28,-0.1,"A"
"420","USGS","01036390",2011-03-01,-0.1,"A"
"421","USGS","01036390",2011-03-02,-0.1,"A"
"422","USGS","01036390",2011-03-03,-0.1,"A"
"423","USGS","01036390",2011-03-04,-0.1,"A"
"424","USGS","01036390",2011-03-05,0,"A"
"425","USGS","01036390",2011-03-06,0,"A"
"426","USGS","01036390",2011-03-07,0,"A"
"427","USGS","01036390",2011-03-08,-0.1,"A"
"428","USGS","01036390",2011-03-09,0,"A"
"429","USGS","01036390",2011-03-10,0,"A"
"430","USGS","01036390",2011-03-11,0,"A"
"431","USGS","01036390",2011-03-12,0,"A"
"432","USGS","01036390",2011-03-13,0,"A"
"433","USGS","01036390",2011-03-14,0,"A"
"434","USGS","01036390",2011-03-15,0,"A"
"435","USGS","01036390",2011-03-16,0,"A"
"436","USGS","01036390",2011-03-17,0.2,"A"
"437","USGS","01036390",2011-03-18,0.3,"A"
"438","USGS","01036390",2011-03-19,0.2,"A"
"439","USGS","01036390",2011-03-20,0.2,"A"
"440","USGS","01036390",2011-03-21,0.1,"A"
"441","USGS","01036390",2011-03-22,0.2,"A"
"442","USGS","01036390",2011-03-23,0.2,"A"
"443","USGS","01036390",2011-03-24,0.3,"A"
"444","USGS","01036390",2011-03-25,0.3,"A"
"445","USGS","01036390",2011-03-26,0.3,"A"
"446","USGS","01036390",2011-03-27,0.2,"A"
"447","USGS","01036390",2011-03-28,0.4,"A"
"448","USGS","01036390",2011-03-29,0.6,"A"
"449","USGS","01036390",2011-03-30,0.8,"A"
"450","USGS","01036390",2011-03-31,1.3,"A"
"451","USGS","01036390",2011-04-01,1.5,"A"
"452","USGS","01036390",2011-04-02,1.1,"A"
"453","USGS","01036390",2011-04-03,1.8,"A"
"454","USGS","01036390",2011-04-04,2.7,"A"
"455","USGS","01036390",2011-04-05,2.5,"A"
"456","USGS","01036390",2011-04-06,2.4,"A"
"457","USGS","01036390",2011-04-07,3,"A"
"458","USGS","01036390",2011-04-08,3.6,"A"
"459","USGS","01036390",2011-04-09,4.2,"A"
"460","USGS","01036390",2011-04-10,4.9,"A"
"461","USGS","01036390",2011-04-11,5.4,"A"
"462","USGS","01036390",2011-04-12,5.6,"A"
"463","USGS","01036390",2011-04-13,5.2,"A"
"464","USGS","01036390",2011-04-14,4.3,"A"
"465","USGS","01036390",2011-04-15,4.1,"A"
"466","USGS","01036390",2011-04-16,3.8,"A"
"467","USGS","01036390",2011-04-19,4.6,"A"
"468","USGS","01036390",2011-04-20,5.1,"A"
"469","USGS","01036390",2011-04-21,4.7,"A"
"470","USGS","01036390",2011-04-22,4.8,"A"
"471","USGS","01036390",2011-04-23,5,"A"
"472","USGS","01036390",2011-04-24,5.4,"A"
"473","USGS","01036390",2011-04-25,6.5,"A"
"474","USGS","01036390",2011-04-26,7.3,"A"
"475","USGS","01036390",2011-04-27,7.6,"A"
"476","USGS","01036390",2011-04-28,8,"A"
"477","USGS","01036390",2011-04-29,8.6,"A"
"478","USGS","01036390",2011-04-30,8.8,"A"
"479","USGS","01036390",2011-05-01,9.1,"A"
"480","USGS","01036390",2011-05-02,9.6,"A"
"481","USGS","01036390",2011-05-03,10.2,"A"
"482","USGS","01036390",2011-05-04,10.1,"A"
"483","USGS","01036390",2011-05-05,9.3,"A"
"484","USGS","01036390",2011-05-06,8,"A"
"485","USGS","01036390",2011-05-07,8.4,"A"
"486","USGS","01036390",2011-05-08,9.7,"A"
"487","USGS","01036390",2011-05-09,10.2,"A"
"488","USGS","01036390",2011-05-10,10.2,"A"
"489","USGS","01036390",2011-05-11,10.2,"A"
"490","USGS","01036390",2011-05-12,10.7,"A"
"491","USGS","01036390",2011-05-13,11.4,"A"
"492","USGS","01036390",2011-05-14,11.9,"A"
"493","USGS","01036390",2011-05-15,11.5,"A"
"494","USGS","01036390",2011-05-16,10.8,"A"
"495","USGS","01036390",2011-05-17,9.7,"A"
"496","USGS","01036390",2011-05-18,9.6,"A"
"497","USGS","01036390",2011-05-19,10.2,"A"
"498","USGS","01036390",2011-05-20,11.4,"A"
"499","USGS","01036390",2011-05-21,12.2,"A"
"500","USGS","01036390",2011-05-22,12.4,"A"
"501","USGS","01036390",2011-05-23,12.5,"A"
"502","USGS","01036390",2011-05-24,12.1,"A"
"503","USGS","01036390",2011-05-25,13.3,"A"
"504","USGS","01036390",2011-05-26,14.7,"A"
"505","USGS","01036390",2011-05-27,16.1,"A"
"506","USGS","01036390",2011-05-28,16.6,"A"
"507","USGS","01036390",2011-05-29,16.3,"A"
"508","USGS","01036390",2011-05-30,16.6,"A"
"509","USGS","01036390",2011-05-31,16.9,"A"
"510","USGS","01036390",2011-06-01,17.4,"A"
"511","USGS","01036390",2011-06-02,17.4,"A"
"512","USGS","01036390",2011-06-03,16.7,"A"
"513","USGS","01036390",2011-06-04,16.3,"A"
"514","USGS","01036390",2011-06-05,16.7,"A"
"515","USGS","01036390",2011-06-06,17.7,"A"
"516","USGS","01036390",2011-06-07,18.7,"A"
"517","USGS","01036390",2011-06-08,19.4,"A"
"518","USGS","01036390",2011-06-09,20.6,"A"
"519","USGS","01036390",2011-06-10,21.5,"A"
"520","USGS","01036390",2011-06-11,21.3,"A"
"521","USGS","01036390",2011-06-12,20.1,"A"
"522","USGS","01036390",2011-06-13,18.6,"A"
"523","USGS","01036390",2011-06-14,17.7,"A"
"524","USGS","01036390",2011-06-15,17.3,"A"
"525","USGS","01036390",2011-06-16,18.2,"A"
"526","USGS","01036390",2011-06-17,19.6,"A"
"527","USGS","01036390",2011-06-18,20.6,"A"
"528","USGS","01036390",2011-06-19,20.3,"A"
"529","USGS","01036390",2011-06-20,20.2,"A"
"530","USGS","01036390",2011-06-21,20.9,"A"
"531","USGS","01036390",2011-06-22,21.5,"A"
"532","USGS","01036390",2011-06-23,21.8,"A"
"533","USGS","01036390",2011-06-24,21.1,"A"
"534","USGS","01036390",2011-06-25,19.7,"A"
"535","USGS","01036390",2011-06-26,19.1,"A"
"536","USGS","01036390",2011-06-27,20.1,"A"
"537","USGS","01036390",2011-06-28,21.5,"A"
"538","USGS","01036390",2011-06-29,21.8,"A"
"539","USGS","01036390",2011-06-30,21.7,"A"
"540","USGS","01036390",2011-07-01,21.7,"A"
"541","USGS","01036390",2011-07-02,21.9,"A"
