"","id","date","tmax","tmin"
"1065","USC00273488",2016-07-31,27.2,10
"1066","USC00273488",2016-08-01,23.9,11.1
"1067","USC00273488",2016-08-02,22.2,13.3
"1068","USC00273488",2016-08-03,27.2,10
"1069","USC00273488",2016-08-04,29.4,9.4
"1070","USC00273488",2016-08-05,30,11.1
"1071","USC00273488",2016-08-06,31.7,13.9
"1072","USC00273488",2016-08-07,30,11.7
"1073","USC00273488",2016-08-08,25.6,8.3
"1074","USC00273488",2016-08-09,25.6,6.1
"1075","USC00273488",2016-08-10,27.2,8.9
"1076","USC00273488",2016-08-11,27.2,11.7
"1077","USC00273488",2016-08-12,31.7,16.7
"1078","USC00273488",2016-08-13,30.6,15.6
"1079","USC00273488",2016-08-14,17.8,15.6
"1080","USC00273488",2016-08-15,28.9,17.2
"1081","USC00273488",2016-08-16,26.1,8.9
"1082","USC00273488",2016-08-17,23.9,11.7
"1083","USC00273488",2016-08-18,22.8,11.7
"1084","USC00273488",2016-08-19,26.7,11.1
"1085","USC00273488",2016-08-20,27.8,8.9
"1086","USC00273488",2016-08-21,27.8,10
"1087","USC00273488",2016-08-22,26.7,NA
"1088","USC00273488",2016-08-23,NA,NA
"1089","USC00273488",2016-08-24,NA,NA
"1090","USC00273488",2016-08-25,NA,NA
"1091","USC00273488",2016-08-26,NA,NA
"1092","USC00273488",2016-08-27,NA,NA
"1093","USC00273488",2016-08-28,NA,NA
"1094","USC00273488",2016-08-29,NA,NA
"1095","USC00273488",2016-08-30,NA,NA
"1096","USC00273488",2016-08-31,24.4,12.8
"1097","USC00273488",2016-09-01,23.9,14.4
"1098","USC00273488",2016-09-02,24.4,8.3
"1099","USC00273488",2016-09-03,22.2,5
"1100","USC00273488",2016-09-04,23.9,5.6
"1101","USC00273488",2016-09-05,25,7.8
"1102","USC00273488",2016-09-06,27.2,10
"1103","USC00273488",2016-09-07,23.9,14.4
"1104","USC00273488",2016-09-08,NA,NA
"1105","USC00273488",2016-09-09,NA,NA
"1106","USC00273488",2016-09-10,NA,NA
"1107","USC00273488",2016-09-11,NA,NA
"1108","USC00273488",2016-09-12,NA,NA
"1109","USC00273488",2016-09-13,NA,NA
"1110","USC00273488",2016-09-14,NA,NA
"1111","USC00273488",2016-09-15,NA,NA
"1112","USC00273488",2016-09-16,NA,NA
"1113","USC00273488",2016-09-17,NA,NA
"1114","USC00273488",2016-09-18,NA,NA
"1115","USC00273488",2016-09-19,NA,NA
"1116","USC00273488",2016-09-20,NA,NA
"1117","USC00273488",2016-09-21,NA,NA
"1118","USC00273488",2016-09-22,NA,NA
"1119","USC00273488",2016-09-23,NA,NA
"1120","USC00273488",2016-09-24,NA,NA
"1121","USC00273488",2016-09-25,NA,NA
"1122","USC00273488",2016-09-26,NA,NA
"1123","USC00273488",2016-09-27,NA,NA
"1124","USC00273488",2016-09-28,NA,NA
"1125","USC00273488",2016-09-29,NA,NA
"1126","USC00273488",2016-09-30,NA,NA
